StockCode,Description,TotalRevenue,TotalCustomers,TotalSalesQuantity,TotalReturnQuantity,TotalOrders,TotalMonths,TotalReturnValue,TotalNetRevenue,AveragePrice,ReturnRate,QuantityPerOrder,RevenuePerOrder,SalesDays,SalesVelocity,KMeansClusters
90071,RUBY GLASS CLUSTER EARRINGS,1.25,1,1,0,1,1,0.0,1.25,1.25,0.0,1.0,1.25,1,1.0,1
90072,RUBY DROP CHANDELIER EARRINGS,37.5,2,10,0,3,3,0.0,37.5,3.75,0.0,3.0,12.5,244,0.040983606557377046,1
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,64.35000000000001,4,13,0,4,3,0.0,64.35000000000001,4.95,0.0,3.0,16.09,319,0.04075235109717868,1
90074,BLACK DIAMOND CLUSTER NECKLACE,17.9,1,2,0,1,1,0.0,17.9,8.95,0.0,2.0,17.9,1,2.0,1
90076,MONTANA DIAMOND CLUSTER EARRINGS,15.299999999999999,1,6,1,2,1,2.55,12.75,2.55,0.14285714285714285,4.0,6.38,10,0.7,1
90078,PINK/WHITE GLASS DEMI CHOKER,15.0,1,2,0,1,1,0.0,15.0,7.5,0.0,2.0,15.0,1,2.0,1
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,24.75,2,5,0,2,2,0.0,24.75,4.95,0.0,2.0,12.38,119,0.04201680672268908,1
90083,CRYSTAL CZECH CROSS PHONE CHARM,13.69,2,19,0,4,2,0.0,13.69,1.27,0.0,5.0,3.42,22,0.8636363636363636,1
90084,PINK CRYSTAL GUITAR PHONE CHARM,0.85,1,1,0,1,1,0.0,0.85,0.85,0.0,1.0,0.85,1,1.0,1
90085,CRYSTAL STILETTO PHONE CHARM,20.4,2,24,0,2,2,0.0,20.4,0.85,0.0,12.0,10.2,195,0.12307692307692308,1
90086,CRYSTAL FROG PHONE CHARM,49.93,5,85,0,11,5,0.0,49.93,1.2863636363636362,0.0,8.0,4.54,369,0.23035230352303523,1
90087,CRYSTAL SEA HORSE PHONE CHARM,33.66,4,90,0,8,4,0.0,33.66,1.1724999999999999,0.0,11.0,4.21,79,1.139240506329114,1
90089,PINK CRYSTAL SKULL PHONE CHARM,2.47,2,13,0,2,1,0.0,2.47,0.19,0.0,6.0,1.24,3,4.333333333333333,1
90093,CLEAR CRYSTAL STAR PHONE CHARM,20.39,5,47,0,6,5,0.0,20.39,0.89,0.0,8.0,3.4,199,0.23618090452261306,1
90094,NECKLACE+BRACELET SET FRUIT SALAD ,33.15,12,13,0,12,5,0.0,33.15,2.55,0.0,1.0,2.76,368,0.035326086956521736,1
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,20.4,3,8,0,3,3,0.0,20.4,2.55,0.0,3.0,6.8,263,0.030418250950570342,1
90098,NECKLACE+BRACELET PINK BUTTERFLY,71.39999999999999,9,28,6,10,5,15.299999999999999,56.099999999999994,2.55,0.17647058823529413,3.0,5.61,295,0.1152542372881356,0
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,51.0,12,20,0,13,5,0.0,51.0,2.55,0.0,2.0,3.92,252,0.07936507936507936,1
90100,NECKLACE+BRACELET SET PINK DAISY,2.55,1,1,0,1,1,0.0,2.55,2.55,0.0,1.0,2.55,1,1.0,1
90101,WHITE FRANGIPANI NECKLACE,38.25,3,15,6,5,5,15.299999999999999,22.95,2.55,0.2857142857142857,4.0,4.59,116,0.1810344827586207,0
90102,WHITE FRANGIPANI HAIR CLIP,8.5,1,10,0,1,1,0.0,8.5,0.85,0.0,10.0,8.5,1,10.0,1
90103,PURPLE FRANGIPANI NECKLACE,20.4,2,8,0,2,2,0.0,20.4,2.55,0.0,4.0,10.2,129,0.06201550387596899,1
90104,PURPLE FRANGIPANI HAIRCLIP,0.85,1,1,0,1,1,0.0,0.85,0.85,0.0,1.0,0.85,1,1.0,1
90108,BLUE BLOSSOM HAIR CLIP,67.2,6,64,10,7,6,10.5,56.7,1.05,0.13513513513513514,11.0,8.1,297,0.24915824915824916,0
90114,SUMMER DAISIES BAG CHARM,168.29999999999998,11,66,0,11,4,0.0,168.29999999999998,2.55,0.0,6.0,15.3,354,0.1864406779661017,1
90116,FRUIT SALAD BAG CHARM,27.04,3,16,0,3,3,0.0,27.04,1.6900000000000002,0.0,5.0,9.01,177,0.0903954802259887,1
90118,PINK DAISY BAG CHARM,15.299999999999999,1,6,6,2,2,15.299999999999999,0.0,2.55,0.5,6.0,0.0,19,0.631578947368421,1
90119,METALIC LEAVES BAG CHARMS,145.76999999999998,3,59,0,15,4,0.0,145.76999999999998,2.472,0.0,4.0,9.72,88,0.6704545454545454,1
90131,PINK/AMETHYST/GOLD NECKLACE,27.8,1,4,0,1,1,0.0,27.8,6.95,0.0,4.0,27.8,1,4.0,1
90133,TEAL/FUSCHIA COL BEAD NECKLACE,44.55,3,9,0,3,2,0.0,44.55,4.95,0.0,3.0,14.85,338,0.026627218934911243,1
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,29.700000000000003,1,6,0,1,1,0.0,29.700000000000003,4.95,0.0,6.0,29.7,1,6.0,1
90136,PALE PINK/AMETHYST STONE NECKLACE,29.849999999999998,2,3,0,2,2,0.0,29.849999999999998,9.95,0.0,2.0,14.92,132,0.022727272727272728,1
90138,WHITE/PINK MINI CRYSTALS NECKLACE,19.8,1,4,0,1,1,0.0,19.8,4.95,0.0,4.0,19.8,1,4.0,1
90143,SILVER BRACELET W PASTEL FLOWER,135.0,7,18,1,8,5,7.5,127.5,7.5,0.05263157894736842,2.0,15.94,219,0.0867579908675799,0
90144,SILVER DROP EARRINGS WITH FLOWER,26.25,3,7,0,3,2,0.0,26.25,3.75,0.0,2.0,8.75,12,0.5833333333333334,1
90145,SILVER HOOP EARRINGS WITH FLOWER,124.95,7,21,0,11,9,0.0,124.95,5.95,0.0,2.0,11.36,348,0.0603448275862069,1
90146,FINE SILVER NECKLACE W PASTEL FLOWE,63.75,3,13,0,3,3,0.0,63.75,6.25,0.0,4.0,21.25,316,0.04113924050632911,1
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,208.95,10,21,2,13,8,19.9,189.04999999999998,9.95,0.08695652173913043,2.0,14.54,350,0.06571428571428571,0
90148,LONG SILVER NECKLACE PASTEL FLOWER,89.25,5,7,1,6,5,12.75,76.5,12.75,0.125,1.0,12.75,243,0.03292181069958848,1
90149,SILVER FLOWR PINK SHELL NECKLACE,335.28000000000003,2,52,0,3,2,0.0,335.28000000000003,7.12,0.0,17.0,111.76,131,0.3969465648854962,1
90151,SILVER/NATURAL SHELL NECKLACE,68.0,2,8,0,4,2,0.0,68.0,8.5,0.0,2.0,17.0,360,0.022222222222222223,1
90154,LAZER CUT NECKLACE W PASTEL BEADS,421.75,5,57,0,5,5,0.0,421.75,8.61,0.0,11.0,84.35,336,0.16964285714285715,1
90155,RESIN NECKLACE W PASTEL BEADS,45.0,4,6,0,4,3,0.0,45.0,7.5,0.0,2.0,11.25,319,0.018808777429467086,1
90156,RESIN BRACELET W PASTEL BEADS,14.850000000000001,2,3,0,2,2,0.0,14.850000000000001,4.95,0.0,2.0,7.43,239,0.012552301255230125,1
90157,RIVIERA NECKLACE,34.65,2,7,0,2,2,0.0,34.65,4.95,0.0,4.0,17.32,206,0.03398058252427184,1
90158,ST TROPEZ NECKLACE,69.30000000000001,6,14,0,6,4,0.0,69.30000000000001,4.95,0.0,2.0,11.55,206,0.06796116504854369,1
90159,COTE D'AZURE NECKLACE,14.850000000000001,2,3,0,2,2,0.0,14.850000000000001,4.95,0.0,2.0,7.43,198,0.015151515151515152,1
90166,PINK & WHITE ROSEBUD RING,58.900000000000006,4,14,0,8,5,0.0,58.900000000000006,4.1875,0.0,2.0,7.36,256,0.0546875,1
90167,BEADED LOVE HEART JEWELLERY SET,8.5,1,10,0,1,1,0.0,8.5,0.85,0.0,10.0,8.5,1,10.0,1
90168,2 DAISIES HAIR COMB,17.700000000000003,1,6,6,2,2,17.700000000000003,0.0,2.95,0.5,6.0,0.0,19,0.631578947368421,1
90169,DAISY HAIR COMB,15.299999999999999,1,6,6,2,2,15.299999999999999,0.0,2.55,0.5,6.0,0.0,19,0.631578947368421,1
90170,DAISY HAIR BAND,75.89999999999999,6,46,12,7,6,19.799999999999997,56.099999999999994,1.65,0.20689655172413793,8.0,8.01,325,0.17846153846153845,0
90173,PAIR BUTTERFLY HAIR CLIPS,60.0,3,16,0,3,2,0.0,60.0,3.75,0.0,5.0,20.0,162,0.09876543209876543,1
90174,BUTTERFLY HAIR BAND,40.8,4,16,12,6,4,30.599999999999998,10.200000000000001,2.55,0.42857142857142855,5.0,1.7,245,0.11428571428571428,0
90188,DROP EARRINGS W FLOWER & LEAF,5.1,2,2,0,2,2,0.0,5.1,2.55,0.0,1.0,2.55,40,0.05,1
90191,SILVER LARIAT 40CM,113.9,7,22,0,7,5,0.0,113.9,8.55,0.0,3.0,16.27,256,0.0859375,1
90192,JADE DROP EARRINGS W FILIGREE,113.85000000000001,5,23,2,9,7,9.9,103.95,4.95,0.08,3.0,11.55,297,0.08417508417508418,0
90194,SILVER LARIAT BLACK STONE EARRINGS,51.0,6,12,0,6,5,0.0,51.0,4.25,0.0,2.0,8.5,308,0.03896103896103896,1
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,56.95,8,17,4,9,5,13.4,43.55,3.35,0.19047619047619047,2.0,4.84,343,0.061224489795918366,0
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,25.499999999999996,4,10,6,5,4,15.299999999999999,10.2,2.55,0.375,3.0,2.04,159,0.10062893081761007,1
10123C,HEARTS WRAPPING TAPE ,3.25,3,5,0,3,2,0.0,3.25,0.65,0.0,2.0,1.08,119,0.04201680672268908,1
10124A,SPOTS ON RED BOOKCOVER TAPE,6.72,5,16,0,5,4,0.0,6.72,0.42000000000000004,0.0,3.0,1.34,335,0.04776119402985075,1
10124G,ARMY CAMO BOOKCOVER TAPE,7.14,4,17,0,4,4,0.0,7.14,0.42,0.0,4.0,1.78,339,0.05014749262536873,1
15044A,PINK PAPER PARASOL ,1230.5800000000002,53,422,1,79,12,2.95,1227.63,3.0168354430379747,0.002364066193853428,5.0,15.54,350,1.2085714285714286,2
15044B,BLUE PAPER PARASOL ,865.6500000000001,37,307,1,49,9,2.95,862.7,2.933673469387755,0.003246753246753247,6.0,17.61,302,1.0198675496688743,2
15044C,PURPLE PAPER PARASOL,779.45,43,271,3,62,11,8.05,771.4000000000001,2.9370967741935488,0.010948905109489052,4.0,12.44,365,0.7506849315068493,0
15044D,RED PAPER PARASOL,1732.79,54,629,2,75,12,5.5,1727.29,2.9558666666666666,0.003169572107765452,8.0,23.03,322,1.9596273291925466,2
15056BL,EDWARDIAN PARASOL BLACK,15218.67,142,2779,130,296,12,652.5,14566.17,5.887905405405406,0.0446888965280165,10.0,49.21,374,7.778074866310161,3
15056N,EDWARDIAN PARASOL NATURAL,20672.91,184,3822,45,384,12,266.04999999999995,20406.86,5.861165803108808,0.011636927851047323,10.0,53.14,374,10.33957219251337,3
15056P,EDWARDIAN PARASOL PINK,4242.26,89,767,10,139,12,58.2,4184.06,5.9320863309352525,0.01287001287001287,6.0,30.1,372,2.088709677419355,0
15058A,BLUE POLKADOT GARDEN PARASOL,1104.6,41,148,5,55,10,37.35,1067.25,7.775454545454546,0.032679738562091505,3.0,19.4,349,0.4383954154727794,0
15058B,PINK POLKADOT GARDEN PARASOL,866.25,32,115,5,43,10,37.35,828.9,7.838372093023256,0.041666666666666664,3.0,19.28,342,0.3508771929824561,0
15058C,ICE CREAM DESIGN GARDEN PARASOL,894.35,26,193,0,30,8,0.0,894.35,6.35,0.0,6.0,29.81,236,0.8177966101694916,2
15060B,FAIRY CAKE DESIGN UMBRELLA,1482.87,68,411,1,96,12,3.75,1479.12,3.8195833333333336,0.0024271844660194173,4.0,15.41,351,1.1737891737891737,2
16020C,CLEAR STATIONERY BOX SET ,5.1,1,6,0,2,2,0.0,5.1,0.85,0.0,3.0,2.55,37,0.16216216216216217,1
16151A,FLOWERS HANDBAG blue and orange,61.25,3,49,0,3,1,0.0,61.25,1.25,0.0,16.0,20.42,14,3.5,1
16156L,WRAP CAROUSEL,157.5,13,375,0,14,8,0.0,157.5,0.42,0.0,27.0,11.25,330,1.1363636363636365,2
16156L,"WRAP, CAROUSEL",42.0,4,100,0,4,3,0.0,42.0,0.42,0.0,25.0,10.5,330,0.30303030303030304,1
16156S,WRAP PINK FAIRY CAKES ,2331.0,135,5800,0,167,12,0.0,2331.0,0.4168862275449102,0.0,35.0,13.96,371,15.633423180592992,2
16161G,WRAP BAD HAIR DAY,70.0,22,700,0,22,9,0.0,70.0,0.1,0.0,32.0,3.18,254,2.7559055118110236,2
16161M,WRAP  PINK FLOCK,10.5,1,25,0,1,1,0.0,10.5,0.42,0.0,25.0,10.5,1,25.0,1
16161P,WRAP ENGLISH ROSE ,2980.42,189,7201,25,249,12,10.5,2969.92,0.41943775100401604,0.0034597287572654305,29.0,11.93,370,19.52972972972973,3
16161U,WRAP SUKI AND FRIENDS,1687.5,105,4075,25,135,12,10.5,1677.0,0.41955555555555557,0.006097560975609756,30.0,12.42,363,11.294765840220386,3
16162L,THE KING GIFT BAG,11.05,5,17,0,6,4,0.0,11.05,0.65,0.0,3.0,1.84,95,0.17894736842105263,1
16162M,THE KING GIFT BAG 25x24x12cm,10.92,6,26,0,7,3,0.0,10.92,0.42,0.0,4.0,1.56,132,0.19696969696969696,1
16168M,FUNKY MONKEY GIFT BAG MEDIUM,138.18,19,329,0,20,9,0.0,138.18,0.42000000000000004,0.0,16.0,6.91,366,0.8989071038251366,2
16169E,WRAP 50'S  CHRISTMAS,1892.46,143,4563,125,151,6,52.5,1839.96,0.4192105263157895,0.02666382252559727,31.0,12.19,141,33.248226950354606,3
16169K,WRAP FOLK ART,84.0,8,200,0,8,4,0.0,84.0,0.42,0.0,25.0,10.5,297,0.6734006734006734,2
16169M,WRAP DAISY CARPET ,277.2,24,660,0,25,11,0.0,277.2,0.42,0.0,26.0,11.09,331,1.9939577039274925,2
16169N,WRAP BLUE RUSSIAN FOLKART,10.5,1,25,0,1,1,0.0,10.5,0.42,0.0,25.0,10.5,1,25.0,1
16169P,WRAP GREEN RUSSIAN FOLKART ,21.0,2,50,0,2,1,0.0,21.0,0.42,0.0,25.0,10.5,10,5.0,1
16202A,PASTEL PINK PHOTO ALBUM ,3.5,2,7,0,2,2,0.0,3.5,0.5,0.0,4.0,1.75,37,0.1891891891891892,1
16202B,PASTEL BLUE PHOTO ALBUM ,14.5,2,29,0,2,1,0.0,14.5,0.5,0.0,14.0,7.25,3,9.666666666666666,1
16202E,BLACK PHOTO ALBUM ,7.5,4,15,1,4,2,5.55,1.9500000000000002,1.7625,0.0625,4.0,0.49,131,0.12213740458015267,1
16206B,RED PURSE WITH PINK HEART,8.75,2,7,0,2,2,0.0,8.75,1.25,0.0,4.0,4.38,34,0.20588235294117646,1
16207A,PINK STRAWBERRY HANDBAG ,38.35000000000001,4,13,0,5,5,0.0,38.35000000000001,2.95,0.0,3.0,7.67,323,0.04024767801857585,1
16207B,PINK HEART RED HANDBAG,11.31,3,4,0,3,2,0.0,11.31,2.7866666666666666,0.0,1.0,3.77,231,0.017316017316017316,1
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,7.85,2,7,0,2,2,0.0,7.85,1.225,0.0,4.0,3.92,15,0.4666666666666667,1
16248B,BLUE HOLE PUNCH,16.25,7,13,0,7,5,0.0,16.25,1.25,0.0,2.0,2.32,237,0.05485232067510549,1
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,156.53,29,445,1,39,10,0.42,156.10999999999999,0.45820512820512815,0.002242152466367713,11.0,4.0,372,1.1989247311827957,2
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.400000000000006,2,24,0,2,2,0.0,50.400000000000006,2.1,0.0,12.0,25.2,185,0.12972972972972974,1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,62.150000000000006,6,80,0,6,4,0.0,62.150000000000006,1.1333333333333335,0.0,13.0,10.36,154,0.5194805194805194,1
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,244.89999999999998,21,270,0,24,11,0.0,244.89999999999998,1.1079999999999999,0.0,11.0,10.2,352,0.7670454545454546,2
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,422.54999999999995,33,455,0,36,12,0.0,422.54999999999995,1.0763888888888888,0.0,13.0,11.74,356,1.2780898876404494,2
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,341.79999999999995,37,362,0,43,11,0.0,341.79999999999995,1.1186046511627907,0.0,8.0,7.95,358,1.011173184357542,2
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,362.95,35,385,0,44,9,0.0,362.95,1.0818181818181818,0.0,9.0,8.25,364,1.0576923076923077,2
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,40.05,3,35,0,3,1,0.0,40.05,1.8666666666666665,0.0,12.0,13.35,6,5.833333333333333,1
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,329.05,33,365,0,42,9,0.0,329.05,1.0035714285714286,0.0,9.0,7.83,364,1.0027472527472527,2
17013D,ORIGAMI ROSE INCENSE IN TUBE,257.88,10,532,0,11,7,0.0,257.88,0.8672727272727272,0.0,48.0,23.44,175,3.04,2
17014A,ORIGAMI VANILLA INCENSE CONES,67.83,7,154,0,7,6,0.0,67.83,0.6071428571428571,0.0,22.0,9.69,194,0.7938144329896907,2
17028J,INCENSE BAZAAR PEACH,2.52,1,6,0,1,1,0.0,2.52,0.42,0.0,6.0,2.52,1,6.0,1
17084A,TRANQUILITY MASALA INCENSE,42.0,7,200,0,7,7,0.0,42.0,0.21,0.0,29.0,6.0,225,0.8888888888888888,2
17084J,LOVE POTION MASALA INCENSE,47.25,8,225,0,8,7,0.0,47.25,0.21,0.0,28.0,5.91,281,0.800711743772242,2
17084N,FAIRY DREAMS INCENSE ,212.75,25,1025,0,32,12,0.0,212.75,0.2084375,0.0,32.0,6.65,365,2.808219178082192,2
17084P,DRAGONS BLOOD INCENSE,73.29,12,349,0,13,10,0.0,73.29,0.21,0.0,27.0,5.64,336,1.0386904761904763,2
17084R,ASSORTED INCENSE PACK,760.3199999999999,16,4032,0,27,10,0.0,760.3199999999999,0.20259259259259257,0.0,149.0,28.16,368,10.956521739130435,2
17090A,LAVENDER INCENSE 40 CONES IN TIN,107.44999999999999,9,109,0,10,8,0.0,107.44999999999999,1.17,0.0,11.0,10.74,357,0.30532212885154064,1
17090D,VANILLA INCENSE 40 CONES IN TIN,36.25,6,29,0,12,6,0.0,36.25,1.25,0.0,2.0,3.02,221,0.13122171945701358,1
17091A,LAVENDER INCENSE IN TIN,98.91,19,171,0,25,6,0.0,98.91,0.7976000000000001,0.0,7.0,3.96,169,1.0118343195266273,2
17091J,VANILLA INCENSE IN TIN,876.34,66,2066,0,87,12,0.0,876.34,0.5476923076923077,0.0,24.0,10.07,371,5.568733153638814,2
17107D,FLOWER FAIRY 5 DRAWER LINERS,150.45,18,59,0,20,5,0.0,150.45,2.55,0.0,3.0,7.52,368,0.16032608695652173,1
17107D,FLOWER FAIRY 5 SUMMER DRAW LINERS,15.299999999999999,1,6,0,1,1,0.0,15.299999999999999,2.55,0.0,6.0,15.3,368,0.016304347826086956,1
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",267.75,24,105,0,25,7,0.0,267.75,2.55,0.0,4.0,10.71,368,0.28532608695652173,2
17109D,FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,4,61,0,5,3,0.0,32.349999999999994,0.9039999999999999,0.0,12.0,6.47,138,0.4420289855072464,1
17129F,BLUE GLASS GEMS IN BAG,291.25,11,427,2,20,9,1.7,289.55,0.844,0.004662004662004662,21.0,14.48,241,1.7800829875518671,2
17136A,BLUE STONES ON WIRE FOR CANDLE,29.59,16,352,0,17,10,0.0,29.59,0.10294117647058823,0.0,21.0,1.74,276,1.2753623188405796,2
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,11.34,9,27,0,9,2,0.0,11.34,0.42,0.0,3.0,1.26,57,0.47368421052631576,1
17165D,ASS COL LARGE SAND FROG P'WEIGHT,28.35,6,27,0,7,2,0.0,28.35,1.05,0.0,4.0,4.05,34,0.7941176470588235,1
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,15.0,1,4,0,2,2,0.0,15.0,3.75,0.0,2.0,7.5,21,0.19047619047619047,1
18094C,WHITE AND BLUE CERAMIC OIL BURNER,153.1,13,134,0,15,8,0.0,153.1,1.1966666666666665,0.0,9.0,10.21,305,0.43934426229508194,2
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,12.75,4,5,0,4,3,0.0,12.75,2.55,0.0,1.0,3.19,203,0.024630541871921183,1
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1461.15,43,669,292,54,12,571.8000000000001,889.35,2.494444444444444,0.30385015608740895,18.0,16.47,351,2.737891737891738,0
18098C,PORCELAIN BUTTERFLY OIL BURNER,540.5500000000001,24,193,0,36,8,0.0,540.5500000000001,2.918421052631579,0.0,5.0,15.02,246,0.7845528455284553,2
35001G,HAND OPEN SHAPE GOLD,506.58,23,156,0,24,9,0.0,506.58,3.602692307692308,0.0,6.0,21.11,371,0.42048517520215634,2
35001W,HAND OPEN SHAPE DECO.WHITE,270.02000000000004,5,92,1,6,1,3.49,266.53000000000003,3.151666666666667,0.010752688172043012,16.0,44.42,11,8.454545454545455,2
35004B,SET OF 3 BLACK FLYING DUCKS,2251.15,32,475,30,55,12,136.8,2114.35,4.981578947368421,0.0594059405940594,9.0,38.44,374,1.3502673796791445,0
35004C,SET OF 3 COLOURED  FLYING DUCKS,1882.65,28,393,36,46,4,170.6,1712.0500000000002,5.171739130434783,0.08391608391608392,9.0,37.22,97,4.422680412371134,0
35004G,SET OF 3 GOLD FLYING DUCKS,448.3,17,126,2,21,9,3.9,444.4,5.140476190476191,0.015625,6.0,21.16,372,0.34408602150537637,0
35004P,SET OF 3 PINK FLYING DUCKS,5.45,1,1,0,1,1,0.0,5.45,5.45,0.0,1.0,5.45,1,1.0,1
35095A,BLUE VICTORIAN FABRIC OVAL BOX,293.82,29,811,0,34,11,0.0,293.82,0.41617647058823526,0.0,24.0,8.64,322,2.518633540372671,2
35095B,RED VICTORIAN FABRIC OVAL BOX,277.44,36,772,0,41,12,0.0,277.44,0.4168292682926829,0.0,19.0,6.77,358,2.1564245810055866,2
35271S,GOLD PRINT PAPER BAG,3.6100000000000003,2,19,0,2,1,0.0,3.6100000000000003,0.19,0.0,10.0,1.81,1,19.0,1
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,690.0,115,1654,2,139,12,2.5,687.5,0.48537414965986403,0.0012077294685990338,12.0,4.95,369,4.487804878048781,2
35591T,TURQUOISE CHRISTMAS TREE ,6.25,4,5,0,4,3,0.0,6.25,1.25,0.0,1.0,1.56,355,0.014084507042253521,1
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1,0,1,1,0.0,1.25,1.25,0.0,1.0,1.25,1,1.0,1
35597B,BLACKCHRISTMAS TREE 30CM,1.25,1,1,0,1,1,0.0,1.25,1.25,0.0,1.0,1.25,1,1.0,1
35597D,PINK/WHITE CHRISTMAS TREE 30CM,17.48,2,46,0,2,2,0.0,17.48,0.38,0.0,23.0,8.74,17,2.7058823529411766,1
35598A,DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,2,9,0,2,1,0.0,26.550000000000004,2.95,0.0,4.0,13.28,5,1.8,1
35598B,BLACK CHRISTMAS TREE 60CM,433.70000000000005,20,554,0,22,6,0.0,433.70000000000005,1.2772727272727273,0.0,25.0,19.71,365,1.5178082191780822,2
35598C,WHITE CHRISTMAS TREE 60CM,5.9,2,2,0,2,1,0.0,5.9,2.95,0.0,1.0,2.95,11,0.18181818181818182,1
35598D,PINK/WHITE CHRISTMAS TREE 60CM,433.22,24,660,1,25,9,0.65,432.57,0.7464,0.0015128593040847202,26.0,17.3,368,1.796195652173913,2
35599B,BLACK CHRISTMAS TREE 120CM,503.85,19,209,0,23,5,0.0,503.85,3.033478260869565,0.0,9.0,21.91,354,0.5903954802259888,2
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,465.38,17,186,0,19,7,0.0,465.38,2.573157894736842,0.0,10.0,24.49,213,0.8732394366197183,2
35607A,PINK FLUFFY CHRISTMAS DECORATION,4.5600000000000005,1,24,0,1,1,0.0,4.5600000000000005,0.19,0.0,24.0,4.56,1,24.0,1
35607B,BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,7,96,0,7,5,0.0,18.240000000000002,0.19,0.0,14.0,2.61,193,0.49740932642487046,1
35610A,PINK CHRISTMAS FLOCK DROPLET ,10.0,1,8,0,1,1,0.0,10.0,1.25,0.0,8.0,10.0,1,8.0,1
35610B,BLACK CHRISTMAS FLOCK DROPLET ,30.0,1,24,0,1,1,0.0,30.0,1.25,0.0,24.0,30.0,1,24.0,1
35610C,WHITE CHRISTMAS FLOCK DROPLET ,30.0,1,24,0,1,1,0.0,30.0,1.25,0.0,24.0,30.0,1,24.0,1
35637A,IVORY STRING CURTAIN WITH POLE ,363.7,23,166,0,24,8,0.0,363.7,2.6166666666666667,0.0,7.0,15.15,286,0.5804195804195804,2
35637C,PINK STRING CURTAIN WITH POLE,62.6,7,28,0,7,4,0.0,62.6,2.5214285714285714,0.0,4.0,8.94,278,0.10071942446043165,1
35638A,PINK AND BLACK STRING CURTAIN,82.1,5,38,0,5,5,0.0,82.1,3.55,0.0,8.0,16.42,273,0.1391941391941392,1
35638B,PINK/BLUE STRING CURTAIN ,109.2,4,56,0,4,4,0.0,109.2,1.95,0.0,14.0,27.3,122,0.45901639344262296,1
35809A,ENAMEL PINK TEA CONTAINER,374.10999999999996,37,388,0,40,7,0.0,374.10999999999996,1.1087804878048781,0.0,10.0,9.35,174,2.2298850574712645,2
35809B,ENAMEL BLUE RIM TEA CONTAINER,9.18,3,8,0,3,1,0.0,9.18,1.6766666666666667,0.0,3.0,3.06,8,1.0,1
35810A,ENAMEL PINK COFFEE CONTAINER,545.38,46,602,0,52,11,0.0,545.38,1.021698113207547,0.0,12.0,10.49,318,1.8930817610062893,2
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,155.03,18,147,13,23,9,10.79,144.23999999999998,1.161304347826087,0.08125,7.0,6.27,361,0.44321329639889195,0
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,5,162,0,5,3,0.0,63.28000000000001,0.724,0.0,32.0,12.66,231,0.7012987012987013,2
35816P,"ACRYLIC JEWEL ANGEL,PINK",29.64,2,78,0,2,1,0.0,29.64,0.38,0.0,39.0,14.82,5,15.6,2
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",15.299999999999999,1,6,0,1,1,0.0,15.299999999999999,2.55,0.0,6.0,15.3,241,0.024896265560165973,1
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005,1,12,0,1,1,0.0,4.5600000000000005,0.38,0.0,12.0,4.56,241,0.04979253112033195,1
35818B,"ACRYLIC JEWEL ICICLE, BLUE",11.780000000000001,3,31,0,3,3,0.0,11.780000000000001,0.38000000000000006,0.0,10.0,3.93,78,0.3974358974358974,1
35818P,"ACRYLIC JEWEL ICICLE, PINK",99.18,15,261,0,17,5,0.0,99.18,0.38,0.0,15.0,5.83,182,1.434065934065934,2
35819B,"ACRYLIC HANGING JEWEL,BLUE",101.08,19,266,0,22,4,0.0,101.08,0.38,0.0,12.0,4.59,92,2.891304347826087,2
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,7,95,0,7,3,0.0,66.55,0.5042857142857143,0.0,14.0,9.51,59,1.6101694915254237,2
